sifra,naslov,avtor,cena_v_evrih,stevilo_strani,dimenzije,leto_izdaje,prevajalec,vezava,zalozba
012931,Petdeset odtenkov svobode (Žepna knjiga),E L James,14.9,608,13 x 19 cm,2012,Alenka Perger,žepna,"Učila International, d.o.o."
005996,"&Scaron;KOT, KI ME JE RE&Scaron;IL (Trda vezava)",Hannah Howell,32.9,304,130 x 195 x 27,2018,Katja Bizjak,trda,"Učila International, d.o.o."
011999,Petdeset odtenkov - komplet Žepnih knjig,E L James,19.99,1500,13 x 19 cm,2012,0,mehka,"Učila International, d.o.o."
013658,TEMAČNI MOŽ (Žepna knjiga),Jens Henrik Jensen,14.9,432,125 x 190 x 31,2018,Mateja Malnar &Scaron;tembal,mehka,"Učila International, d.o.o."
004431,TEMAČNI MOŽ (Trda vezava),Jens Henrik Jensen,34.9,432,130 x 195 x 35,2018,Mateja Malnar &Scaron;tembal,trda,"Učila International, d.o.o."
004403,USODA - SERIJA ČUTNOST 5 (Trda vezava),Audrey Carlan,29.9,268,130 x 195 x 24,2018,Mojca Svetičič,trda,"Učila International, d.o.o."
013673,NE ODNEHAJ (Žepna knjiga),Harlan Coben,12.9,314,125 x 190 x 22,2018,Miro Mrak,mehka,"Učila International, d.o.o."
005965,OBSEDENOST (Trda vezava),Helen Hardt,32.9,284,130 x 195 x 26,2018,Ma&scaron;a Sitar,trda,"Učila International, d.o.o."
013651,HOČEM TE (Žepna knjiga),Katy Evans,10.9,254,125 x 190 x 19 mm,2018,Lidija Kreft,mehka,"Učila International, d.o.o."
006012,RAZBITO KRALJESTVO (Trda vezava),Erin Watt,32.9,328,130 x 195 x 29 mm,2018,Eva Žerjav,trda,"Učila International, d.o.o."
005993,ŽVIŽGAČI (Trda vezava),John Grisham,34.9,356,130 x 195 x 30 mm,2018,Darja Divjak,trda,"Učila International, d.o.o."
004452,KRALJEVSKO HREPENENJE (Trda vezava),Geneva Lee,28.9,240,130 x 195 x 21,2018,Mojca Svetičič,trda,"Učila International, d.o.o."
013650,PREDAJA V VI&Scaron;AVJU (Žepna knjiga),Tracy Brogan,12.9,318,125 x 190 x 26,2018,Katja Jeraj Valentinčič,mehka,"Učila International, d.o.o."
013664,OBSEDENOST (Žepna knjiga),Helen Hardt,10.9,284,125 x 190 x 21,2018,Ma&scaron;a Sitar,mehka,"Učila International, d.o.o."
006020,SONČNI ZAHOD V CENTRALNEM PARKU (Trda vezava),Sarah Morgan,32.9,336,130 x 195 x 28,2018,Neža Kralj,trda,"Učila International, d.o.o."
006041,SRČNI PLEMIČ  (Trda vezava),Elizabeth Hoyt,32.9,298,130 x 195 x 26 mm,2018,Katja Jeraj Valentinčič,trda,"Učila International, d.o.o."
005970,PREDAJA V VI&Scaron;AVJU (Trda vezava),Tracy Brogan,34.9,366,130 x 195 x 31,2018,Katja Jeraj Valentinčič,trda,"Učila International, d.o.o."
006005,S TEM MO&Scaron;KIM (Trda vezava),Jodi Ellen Malpas,36.9,456,130 x 195 x 37 mm,2018,Petra Brecelj,trda,"Učila International, d.o.o."
013649,S TEM MO&Scaron;KIM (Žepna knjiga),Jodi Ellen Malpas,14.9,398,125 x 190 x 33,2018,Petra Brecelj,mehka,"Učila International, d.o.o."
013258,GREY &ndash; PETDESET ODTENKOV 4 (Žepna knjiga),E. L. James,14.9,560,125 x 190 x 44 mm,2015,Marko Bogataj,broširana,"Učila International, d.o.o."
013674,NIKOLI NI PREPOZNO (Žepna knjiga),Jude Deveraux,14.9,422,125 x 190 x 30,2018,Ida Sternad,mehka,"Učila International, d.o.o."
013661,MOGUL (Žepna knjiga),Joanna Shupe,12.9,334,125 x 190 x 24,2018,Irena Furlan,mehka,"Učila International, d.o.o."
013671,SRČNI PLEMIČ (Žepna knjiga),Elizabeth Hoyt,10.9,298,125 x 190 x 22,2018,Katja Jeraj Valentinčič,mehka,"Učila International, d.o.o."
006010,PREPOVEDAN (Trda vezava),Jodi Ellen Malpas,34.9,344,130 x 195 x 30,2018,Lidija Kreft,trda,"Učila International, d.o.o."
013660,KRALJEVSKO HREPENENJE (Žepna knjiga),Geneva Lee,10.9,240,125 x 190 x 17,2018,Mojca Svetičič,mehka,"Učila International, d.o.o."
012944,Čudovita polomija (Žepna knjiga),Jamie McGuire,3.99,384,13 x 19 cm,2013,Ida Sternad,broširana,"Učila International, d.o.o."
006040,SLADKO OSVAJANJE (Trda vezava),Kylie Scott,29.9,280,130 x 195 x 25,2018,Lidija Kreft,trda,"Učila International, d.o.o."
013678,ČAS MOJEGA ŽIVLJENJA (Žepna knjiga),Cecelia Ahern,12.9,394,125 x 190 x 28,2018,Anja Radalljac,mehka,"Učila International, d.o.o."
006033,NEVREDNA (Trda vezava),Madeline Sheehan,34.9,384,130 x 195 x 31,2018,Alenka Perger,trda,"Učila International, d.o.o."
013654,PREPOVEDAN (Žepna knjiga),Jodi Ellen Malpas,12.9,344,125 x 190 x 25,2018,Lidija Kreft,mehka,"Učila International, d.o.o."
012917,Petdeset odtenkov sive (Žepna knjiga),E L James,14.9,543,13 x 19 cm,2012,Alenka Perger,žepna,Učila International
006034,NIKOLI NI PREPOZNO (Trda vezava),Jude Deveraux,34.9,422,130 x 195 x 35,2018,Ida Sternad,trda,"Učila International, d.o.o."
004375,SKRIVNOSTNO BARJE (Trda vezava),Susanne Jansson,28.9,284,130 x 195 x 25,2018,Maru&scaron;a Mugerli Lavrenčič,trda,"Učila International, d.o.o."
004469,NE ODNEHAJ (Trda vezava),Harlan Coben,34.9,314,130 x 195 x 27 mm,2018,Miro Mrak,trda,"Učila International, d.o.o."
006007,17. STRELEC (Trda vezava),James Patterson,29.9,280,130 x 195 x 25 mm,2018,Marko Bogataj,trda,"Učila International, d.o.o."
006036,HUDIČEV RUBEŽ (Trda vezava),J. R. Ward,34.9,398,130 x 195 x 33 mm,2018,Petra Brecelj,trda,"Učila International, d.o.o."
006066,ČAS MOJEGA ŽIVLJENJA (Trda vezava),Cecelia Ahern,34.9,394,130 x 195 x 34,2018,Anja Radalljac,trda,"Učila International, d.o.o."
004450,MOGUL (Trda vezava),Joanna Shupe,32.9,334,130 x 195 x 28,2018,Irena Furlan,trda,"Učila International, d.o.o."
006011,PADLI DEDIČ (Trda vezava),Erin Watt,32.9,304,130 x 195 x 26,2018,Eva Žerjav,trda,"Učila International, d.o.o."
012922,Petdeset odtenkov teme (Žepna knjiga),E L James,14.9,567,"12,5 cm x 19 cm",2012,Alenka Perger,mehka,Učila International d.o.o.
013672,KVOCIENT POLJUBA (Žepna knjiga),Helen Hoang,12.9,336,125 x 190 x 24,2018,Neža Ropret,mehka,"Učila International, d.o.o."
013655,PADLI DEDIČ (Žepna knjiga),Erin Watt,12.9,304,125 x 190 x 22,2018,Eva Žerjav,mehka,"Učila International, d.o.o."
006029,BREZ IZHODA (Trda vezava),Taylor Adams,32.9,314,130 x 195 x 28,2018,Maja Lihtenvalner,trda,"Učila International, d.o.o."
013679,SKRIVNOSTNO BARJE (Žepna knjiga),Susanne Jansson,10.9,284,125 x 190 x 20,2018,Maru&scaron;a Mugerli Lavrenčič,mehka,"Učila International, d.o.o."
013659,ROMANCA NA MANHATTNU (Žepna knjiga),Sarah Morgan,12.9,346,125 x 190 x 25,2018,Neža Kralj,mehka,"Učila International, d.o.o."
004445,HOČEM TE (Trda vezava),Katy Evans,29.9,254,130 x 195 x 22 mm,2018,Lidija Kreft,trda,"Učila International, d.o.o."
006019,ROMANCA NA MANHATTNU (Trda vezava),Sarah Morgan,32.9,346,130 x 195 x 30,2018,Neža Kralj,trda,"Učila International, d.o.o."
013675,RAZBITO KRALJESTVO (Žepna knjiga),Erin Watt,12.9,328,125 x 190 x 24,2018,Eva Žerjav,mehka,"Učila International, d.o.o."
013676,NEVREDNA (Žepna knjiga),Madeline Sheehan,12.9,384,125 x 190 x 26,2018,Alenka Perger,mehka,"Učila International, d.o.o."
013669,HUDIČEV RUBEŽ (Žepna knjiga),J. R. Ward,14.9,398,125 x 190 x 27,2018,Petra Brecelj,mehka,"Učila International, d.o.o."
013662,BREZ IZHODA (Žepna knjiga),Taylor Adams,12.9,314,125 x 190 x 24,2018,Maja Lihtenvalner,mehka,"Učila International, d.o.o."
013663,USODA - SERIJA ČUTNOST 5 (Žepna knjiga),Audrey Carlan,10.9,268,125 x 190 x 20,2018,Mojca Svetičič,mehka,"Učila International, d.o.o."
013648,ČAROVNICA (Žepna knjiga),Camilla Lackberg,16.9,676,125 x 190 x 49 mm,2018,Danni Stražar,mehka,"Učila International, d.o.o."
006047,KVOCIENT POLJUBA (Trda vezava),Helen Hoang,34.9,336,130 x 195 x 28,2018,Neža Ropret,trda,"Učila International, d.o.o."
013681,SONČNI ZAHOD V CENTRALNEM PARKU (Žepna knjiga),Sarah Morgan,12.9,336,125 x 190 x 24,2018,Neža Kralj,mehka,"Učila International, d.o.o."
013652,ŽVIŽGAČI (Žepna knjiga),John Grisham,12.9,356,130 x 195 x 30 mm,2018,Darja Divjak,mehka,"Učila International, d.o.o."
004488,ČAROVNICA (Trda vezava),Camilla Lackberg,39.9,676,130 x 195 x 52 mm,2018,Danni Stražar,trda,"Učila International, d.o.o."
013668,SLADKO OSVAJANJE (Žepna knjiga),Kylie Scott,10.9,280,125 x 190 x 20,2018,Lidija Kreft,mehka,"Učila International, d.o.o."
013099,Pod tem mo&scaron;kim (Žepna knjiga),Jodi Ellen Malpas,14.9,512,"12,5 x 19 cm",2014,Katja Benevol Gabrijelčič,žepna,"Učila International, d.o.o."
013653,17. STRELEC (Žepna knjiga),James Patterson,10.9,280,125 x 190 x 21,2018,Marko Bogataj,mehka,"Učila International, d.o.o."
013608,"DEKLE, KI JE PISALO S SVILO (Žepna knjiga)",Kelli Estes,14.9,394,125 x 190 x 28,2018,Petra Anžlovar,mehka,"Učila International, d.o.o."
013624,PRIPADA&Scaron; MI (Žepna knjiga),Katy Evans,12.9,336,125 x 190 x 24,2018,Lidija Kreft,mehka,"Učila International, d.o.o."
004436,ZADNJI DIH (Trda vezava),Robert Bryndza,34.9,362,130 x 195 x 30,2018,Eva Žerjav,trda,"Učila International, d.o.o."
004430,PRVA ŽRTEV (Trda vezava),Jens Henrik Jensen,34.9,428,130 x 195 x 35,2018,Mateja Malnar &Scaron;tembal,trda,"Učila International, d.o.o."
004390,IGRA LAŽI (Trda vezava),Ruth Ware,34.9,368,130 x 195 x 30,2018,Neža Ropret,trda,"Učila International, d.o.o."
013646,ŽIVLJENJE - SERIJA ČUTNOST 4 (Žepna knjiga),Audrey Carlan,10.9,262,125 x 190 x 20,2018,Sabina Noble,mehka,"Učila International, d.o.o."
004449,BARON (Trda vezava),Joanna Shupe,32.9,332,130 x 195 x 29,2018,Irena Furlan,trda,"Učila International, d.o.o."
013619,MISEL - SERIJA ČUTNOST 2 (Žepna knjiga),Audrey Carlan,10.9,288,125 x 190 x 20,2018,Sabina Noble,mehka,"Učila International, d.o.o."
013629,VOJVODA V BLE&Scaron;ČEČEM OKLEPU (Žepna knjiga),Loretta Chase,12.9,364,0,2018,Katja Jeraj Valentinčič,mehka,"Učila International, d.o.o."
004003,ULTIMA (Trda vezava),L. S Hilton,32.9,344,130 x 195 x 30,2018,Katja Bizjak,trda,"Učila International, d.o.o."
013626,PRIJATELJ (Žepna knjiga),Joakim Zander,14.9,440,125 x 190 x 32,2018,Danni Stražar,mehka,"Učila International, d.o.o."
013611,DNEVI CESARJEV (Žepna knjiga),Simon Scarrow,14.9,400,125 x 190 x 28,2018,Maja Lihtenvalner,mehka,"Učila International, d.o.o."
004457,STROGA TAJNOST (trda vezava),Karen Cleveland,32.9,300,130 x 195 x 26 mm,2018,0,trda,"Učila International, d.o.o."
013613,RAZPOKE V ČRNILU (Žepna knjiga),Helena Hunting,10.9,284,125 x 190 x 21,2018,Neža Kralj,mehka,"Učila International, d.o.o."
013616,PRVA ŽRTEV ( Žepna knjiga),Jens Henrik Jensen,14.9,428,125 x 190 x 31,2018,Mateja Malnar &Scaron;tembal,mehka,"Učila International, d.o.o."
004429,POD &Scaron;KRLATNIM NEBOM (Trda vezava),Mark Sullivan,36.9,504,130 x 195 x 40,2018,Manica Ba&scaron;a,trda,"Učila International, d.o.o."
013645,STRAH PRED LETENJEM 7A (Žepna knjiga),Sebastian Fitzek,12.9,368,125 x 190 x 27,2018,Maru&scaron;a Mugerli Lavrenčič,mehka,"Učila International, d.o.o."
013633,DU&Scaron;A - SERIJA ČUTNOST 3 (Žepna knjiga),Audrey Carlan,10.9,256,125 x 190 x 18,2018,Mojca Svetičič,mehka,"Učila International, d.o.o."
004446,DNEVI CESARJEV (Trda vezava),Simon Scarrow,34.9,400,130 x 195 x 32,2018,Maja Lihtenvalner,trda,"Učila International, d.o.o."
004444,PRIPADA&Scaron; MI (Trda vezava),Katy Evans,32.9,336,130 x 195 x 28,2018,Lidija Kreft,trda,"Učila International, d.o.o."
013642,KRALJEVSKO POŽELENJE (Žepna knjiga),Geneva Lee,10.9,270,125 x 190 x 20,2018,Barbara Trobentar,mehka,"Učila International, d.o.o."
004401,DU&Scaron;A - SERIJA ČUTNOST 3 (Trda vezava),Audrey Carlan,29.9,256,130 x 195 x 23,2018,Mojca Svetičič,trda,"Učila International, d.o.o."
013635,HREPENENJE (Žepna knjiga),Helen Hardt,10.9,288,125 x 190 x 20,2018,Ma&scaron;a Sitar,mehka,"Učila International, d.o.o."
004378,SKRIVNOSTNI DUH (Trda vezava),Monica McCarty,34.9,374,130 x 195 x 31,2018,Marko Bogataj,trda,"Učila International, d.o.o."
004464,GALERIJA MRTVIH (Trda vezava),Chris Carter,34.9,432,130 x 195 x 35,2018,Petra Brecelj,trda,"Učila International, d.o.o."
004402,ŽIVLJENJE - SERIJA ČUTNOST 4 (Trda vezava),Audrey Carlan,29.9,262,130 x 195 x 24,2018,Sabina Noble,trda,"Učila International, d.o.o."
013622,POGRE&Scaron;AM TE - TRILER (Žepna knjiga),Harlan Coben,12.9,335,125 x 190 x 27,2018,Miro Mrak,mehka,"Učila International, d.o.o."
004379,PRIJATELJ (trda vezava),Joakim Zander,34.9,440,130 x 195 x 37 mm,2018,0,trda,"Učila International, d.o.o."
004022,GROB GREHA (Trda vezava),Michael Katz Krefeld,34.9,384,130 x 195 x 31,2018,Anja Furlan,trda,"Učila International, d.o.o."
013615,GALERIJA MRTVIH (Žepna knjiga),Chris Carter,14.9,432,125 x 190 x 31,2018,Petra Brecelj,mehka,"Učila International, d.o.o."
013262,DEKLE V PAJKOVI MREŽI (Žepna knjiga),David Lagercrantz,14.9,528,0,2015,Danni Stražar,0,"Učila International, d.o.o."
013641,DEKLETA &Scaron;PANSKEGA BEZGA (Žepna knjiga),Martha Hall Kelly,16.9,524,125 x 190 x 37,2018,Alenka Perger,mehka,"Učila International, d.o.o."
004466,PRIVLAČNI SOSED (Trda vezava),Penelope Ward,32.9,326,130 x 195 x 28,2018,Katja Mikelj,trda,"Učila International, d.o.o."
013639,ZADNJI DIH (Žepna knjiga),Robert Bryndza,12.9,362,125 x 190 x 26,2018,Eva Žerjav,mehka,"Učila International, d.o.o."
013145,TA MO&Scaron;KI SE IZPOVE (Žepna knjiga),Jodi Ellen Malpas,16.9,0,0,2014,Katja Benevol Gabrijelčič,mehka,"Učila International, d.o.o."
013640,GROB GREHA (Žepna knjiga),Michael Katz Krefeld,12.9,384,125 x 190 x 28,2018,Anja Furlan,mehka,"Učila International, d.o.o."
013612,POD &Scaron;KRLATNIM NEBOM (Žepna knjiga),Mark Sullivan,16.9,504,125 x 190 x 36,2018,Manica Ba&scaron;a,mehka,"Učila International, d.o.o."
004451,KRALJEVSKO POŽELENJE (Trda vezava),Geneva Lee,29.9,270,130 x 195 x 23,2018,Barbara Trobentar,trda,"Učila International, d.o.o."
013634,BARON (Žepna knjiga),Joanna Shupe,12.9,332,125 x 190 x 24,2018,Irena Furlan,mehka,"Učila International, d.o.o."
004454,DEKLETA &Scaron;PANSKEGA BEZGA (Trda vezava),Martha Hall Kelly,36.9,524,130 x 195 x 40,2018,Alenka Perger,trda,"Učila International, d.o.o."
004468,PREVARA (Trda vezava),Harlan Coben,34.9,348,130 x 195 x 29,2018,Miro Mrak,trda,"Učila International, d.o.o."
013623,SKRIVNOSTNI DUH (Žepna knjiga),Monica McCarty,12.9,374,125 x 190 x 27,2018,Marko Bogataj,mehka,"Učila International, d.o.o."
005964,HREPENENJE (Trda vezava),Helen Hardt,32.9,288,130 x 195 x 25,2018,Ma&scaron;a Sitar,trda,"Učila International, d.o.o."
004455,VOJVODA V BLE&Scaron;ČEČEM OKLEPU (trda vezava),Loretta Chase,34.9,364,130 x 195 x 31 mm,2018,0,trda,"Učila International, d.o.o."
013609,MAGNAT (Žepna knjiga),Joanna Shupe,12.9,334,125 x 190 x 24,2018,Irena Furlan,mehka,"Učila International, d.o.o."
013610,BOJ ZA LJUBEZEN (Žepna knjiga),Katy Evans,12.9,310,125 x 190 x 24,2018,Ur&scaron;ka Pajer,mehka,"Učila International, d.o.o."
013618,PRIVLAČNI SOSED ( Žepna knjiga),Penelope Ward,12.9,326,125 x 190 x 24,2018,Katja Mikelj,mehka,"Učila International, d.o.o."
004472,STRAH PRED LETENJEM 7A (Trda vezava),Sebastian Fitzek,34.9,368,130 x 195 x 30,2018,Maru&scaron;a Mugerli Lavrenčič,trda,"Učila International, d.o.o."
013636,ULTIMA (Žepna knjiga),L. S Hilton,12.9,344,125 x 190 x 25,2018,Katja Bizjak,mehka,"Učila International, d.o.o."
013631,IGRA LAŽI (Žepna knjiga),Ruth Ware,12.9,368,125 x 190 x 26,2018,Neža Ropret,mehka,"Učila International, d.o.o."
004400,MISEL - SERIJA ČUTNOST 2 (Trda vezava),Audrey Carlan,32.9,288,130 x 195 x 25,2018,Sabina Noble,trda,"Učila International, d.o.o."
013627,STROGA TAJNOST (Žepna knjiga),Karen Cleveland,12.9,300,0,2018,Darja Divjak,mehka,"Učila International, d.o.o."
013644,PREVARA (Žepna knjiga),Harlan Coben,12.9,348,125 x 190 x 26,2018,Miro Mrak,mehka,"Učila International, d.o.o."
004364,RAZPOKE V ČRNILU (Trda vezava),Helena Hunting,26.9,284,130 x 195 x 25,2018,Neža Kralj,trda,"Učila International, d.o.o."
004363,Oklep iz črnila (Trda vezava),Helena Hunting,32.9,374,130 x 195 x 31,2018,Neža Kralj,trda,"Učila International, d.o.o."
004399,TELO - SERIJA ČUTNOST 1 (Trda vezava),Audrey Carlan,32.9,346,130 x 195 x 29,2018,Mojca Svetičič,trda,"Učila International, d.o.o."
013586,TEMA - GREY 2 (Žepna knjiga),E. L. James,16.9,554,125x190x39 mm,2018,Marko Bogataj,mehka,"Učila International, d.o.o."
013587,Oklep iz črnila (Žepna knjiga),Helena Hunting,12.9,374,125 x 190 x 28,2018,Neža Kralj,mehka,"Učila International, d.o.o."
004385,Gnezdo (Trda vezava),Cynthia D&#039;Aprix Sweeney,32.9,342,130 x 195 x 29,2017,Minka Ožek,trda,"Učila International, d.o.o."
004353,Pokvarjena palača (Trda vezava),Erin Watt,32.9,368,130 x 195 x 30,2018,Eva Žerjav,trda,"Učila International, d.o.o."
013584,"TVOJE DRUGO ŽIVLJENJE SE ZAČNE, KO SE ZAVE&Scaron;, DA IMA&Scaron; SAMO ENO (Žepna knjiga)",Raphaelle Giordano,10.9,218,125 x 190 x 17,2017,&Scaron;pela Žakelj,mehka,"Učila International, d.o.o."
013601,EROTIČNE ZGODBE PANDŽABSKIH VDOV (Žepna knjiga),Balli Kaur Jaswal,12.9,356,125x 190 x 26,2018,Mateja Malnar &Scaron;tembal,mehka,"Učila International, d.o.o."
013580,Gnezdo (Žepna knjiga),Cynthia D&#039;Aprix Sweeney,12.9,342,125 x 190 x 25,2017,Minka Ožek,mehka,"Učila International, d.o.o."
013591,PETDESET ODTENKOV SVOBODE (Žepna knjiga),E L James,3.99,608,125 x 190 x 40,2017,0,mehka,"Učila International, d.o.o."
004322,Hčerka trgovca s svilo (Trda vezava),Dinah Jefferies,34.9,390,130 x 195 x 33,2017,Mojca Svetičič,trda,"Učila International, d.o.o."
004376,Siloviti udarnik (Trda vezava),Monica McCarty,34.9,400,130 x 195 x 32,2017,Marko Bogataj,trda,"Učila International, d.o.o."
013602,Plemeniti skalar (Žepna knjiga),Monica McCarty,12.9,384,125 x 190 x 27,2018,Marko Bogataj,mehka,"Učila International, d.o.o."
013593,Pokvarjena palača (Žepna knjiga),Erin Watt,12.9,368,125 x 190 x 26,2018,Eva Žerjav,mehka,"Učila International, d.o.o."
013573,Siloviti udarnik (Žepna knjiga),Monica McCarty,12.9,400,125 x 190 x 28,2017,Marko Bogataj,mehka,"Učila International, d.o.o."
004367,Onstran obzorja (Trda vezava),Susan Meissner,32.9,362,130 x 195 x 31,2018,Ida Sternad,trda,"Učila International, d.o.o."
004405,Igra s smrtjo (Trda vezava),Simon Scarrow,34.9,412,130 x 195 x 33,2018,Katja Jeraj Valentinčič,trda,"Učila International, d.o.o."
004448,MAGNAT (Trda vezava),Joanna Shupe,32.9,334,130 x 195 x 28,2018,Irena Furlan,trda,"Učila International, d.o.o."
004381,Par iz sosednje hi&scaron;e (Trda vezava),Shari Lapena,32.9,296,130 x 195 x 26,2017,Lidija Kreft,trda,"Učila International, d.o.o."
004320,ŽENSKA NA OKNU (trda vezava),A. J. Finn,34.9,448,130 x 195 x 35,2017,Miro Mrak,trda,"Učila International, d.o.o."
004377,PLEMENITI SKALAR  (Trda vezava),Monica McCarty,34.9,384,130 x 195 x 31,2018,Marko Bogataj,trda,"Učila International, d.o.o."
013596,Edini (Žepna knjiga),John Marrs,12.9,380,125 x 190 x 27,2018,Miro Mrak,mehka,"Učila International, d.o.o."
013579,Ljubezen po francosko (Žepna knjiga),Fiona Valpy,10.9,252,125 x 190 x 18,2017,Katja Mikelj,mehka,"Učila International, d.o.o."
013577,Par iz sosednje hi&scaron;e (Žepna knjiga),Shari Lapena,10.9,296,125 x 190 x 21,2017,Lidija Kreft,mehka,"Učila International, d.o.o."
004404,Vojvodova ponudba (Trda vezava),Tessa Dare,32.9,304,130 x 195 x 26,2018,Katja Jeraj Valentinčič,trda,"Učila International, d.o.o."
004383,Ljubezen po francosko (Trda vezava),Fiona Valpy,29.9,252,130 x 195 x 22,2017,Katja Mikelj,trda,"Učila International, d.o.o."
013597,NEZNANEC V HI&Scaron;I (Žepna knjiga),Shari Lapena,10.9,292,125 x 190 x 22,2018,Lidija Kreft,mehka,"Učila International, d.o.o."
004374,Osmina (Trda vezava),Sebastian Fitzek,32.9,350,130 x 195 x 29,2018,Maru&scaron;a Mugerli Lavrenčič,trda,"Učila International, d.o.o."
013588,Osmina (Žepna knjiga),Sebastian Fitzek,12.9,350,125 x 190 x 25,2018,Maru&scaron;a Mugerli Lavrenčič,mehka,"Učila International, d.o.o."
013599,TELO-SERIJA ČUTNOST 1 (Žepna knjiga),Audrey Carlan,12.9,346,125 x 190 x 26,2018,Mojca Svetičič,mehka,"Učila International, d.o.o."
004398,TEMA - GREY 2 (Trda vezava),E L James,36.9,554,130 x 195 x 43,2018,Marko Bogataj,trda,"Učila International, d.o.o."
004382,NEZNANEC V HI&Scaron;I (Trda vezava),Shari Lapena,32.9,292,130 x 195 x 26,2018,Lidija Kreft,trda,"Učila International, d.o.o."
013578,Krvni bratje (Žepna knjiga),"Anders Roslund, Stefan Thunberg",14.9,488,125 x 190 x 34,2017,Danni Stražar,mehka,"Učila International, d.o.o."
013582,KREDA (Žepna knjiga),C. J. Tudor,10.9,318,125 x 190 x 23,2017,Mojca Svetičič,mehka,"Učila International, d.o.o."
004412,Edini (Trda vezava),John Marrs,32.9,380,130 x 195 x 32,2018,Miro Mrak,trda,"Učila International, d.o.o."
004427,EROTIČNE ZGODBE PANDŽABSKIH VDOV (Trda vezava),Balli Kaur Jaswal,32.9,356,130 x 195 x 30,2018,Mateja Malnar &Scaron;tembal,trda,"Učila International, d.o.o."
013600,ZA VEDNO PO FRANCOSKO (Žepna knjiga),Fiona Valpy,10.9,222,125 x 190 x 16,2018,Katja Bizjak,mehka,"Učila International, d.o.o."
013575,Hčerka trgovca s svilo (Žepna knjiga),Dinah Jefferies,12.9,390,125 x 190 x 28,2017,Mojca Svetičič,mehka,"Učila International, d.o.o."
013595,Onstran obzorja (Žepna knjiga),Susan Meissner,12.9,362,125 x 190 x 26,2018,Ida Sternad,mehka,"Učila International, d.o.o."
004352,Zlomljeni princ (Trda vezava),Erin Watt,32.9,326,130 x 195 x 28,2017,Eva Žerjav,trda,"Učila International, d.o.o."
013572,Zlomljeni princ (Žepna knjiga),Erin Watt,12.9,326,125 x 190 x 24,2017,Eva Žerjav,mehka,"Učila International, d.o.o."
004435,TEMNA VODA (Trda vezava),Robert Bryndza,34.9,358,130 x 195 x 31,2018,Miro Mrak,trda,"Učila International, d.o.o."
013605,Temna voda (Žepna knjiga),Robert Bryndza,12.9,358,125 x 190 x 26,2018,Miro Mrak,mehka,"Učila International, d.o.o."
013590,Vojvodova ponudba (Žepna knjiga),Tessa Dare,10.9,304,125 x 190 x 23,2018,Katja Jeraj Valentinčič,mehka,"Učila International, d.o.o."
003821,Krvni bratje (Trda vezava),"Anders Roslund, Stefan Thunberg",34.9,488,130 x 195 x 39,2017,Danni Stražar,trda,"Učila International, d.o.o."
004293,KREDA (trda vezava),C. J. Tudor,32.9,318,130 x 195 x 22,2017,0,trda,"Učila International, d.o.o."
013589,Igra s smrtjo (Žepna knjiga),Simon Scarrow,14.9,412,125 x 190 x 29,2018,Katja Jeraj Valentinčič,mehka,"Učila International, d.o.o."
004384,ZA VEDNO PO FRANCOSKO (Trda vezava),Fiona Valpy,26.9,222,130 x 195 x 20,2018,Katja Bizjak,trda,"Učila International, d.o.o."
013583,ŽENSKA NA OKNU (Žepna knjiga),A. J. Finn,14.9,448,125 x 190 x 30,2017,Miro Mrak,mehka,"Učila International, d.o.o."
004443,BOJ ZA LJUBEZEN (Trda vezava),Katy Evans,32.9,310,130 x 195 x 26,2018,Ur&scaron;ka Pajer,trda,"Učila International, d.o.o."
004321,Žena plantažnika čaja (trda vezava),Dinah Jefferies,34.9,462,130 x 195 x 38,2017,Irena Furlan,trda,"Učila International, d.o.o."
013551,Sladka zamenjava (Žepna knjiga),Kylie Scott,10.9,272,125 x 190 x 19,2017,Lidija Kreft,mehka,"Učila International, d.o.o."
004329,MATERINA SENCA  (trda vezava),Nikola Scott,32.9,384,130 x 195 x 32,2017,Darja Divjak,mehka,"Učila International, d.o.o."
013564,Bulvar hrepenenja (Žepna knjiga),Susan Meissner,3.99,336,125 x 190 x 24,2017,Ida Sternad,mehka,"Učila International, d.o.o."
004323,"VSE, KAR HOČE&Scaron;, DA SEM (trda vezava)",Mindy Mejia,32.9,362,130 x 195 x 31,2017,Mateja Malnar &Scaron;tembal,trda,"Učila International, d.o.o."
013533,Dekle za en mesec 4  (Žepna knjiga),Audrey Carlan,12.9,380,125 x 190 x 27,2017,Mojca Svetičič,mehka,"Učila International, d.o.o."
013550,Žena plantažnika čaja (Žepna knjiga),Dinah Jefferies,14.9,462,125 x 190 x 33,2017,Irena Furlan,mehka,"Učila International, d.o.o."
013563,Ožgana krila (Žepna knjiga),Helena Hunting,12.9,368,125 x 190 x 26,2017,Neža Kralj,mehka,"Učila International, d.o.o."
013541,Neljubljena (Žepna knjiga),Madeline Sheehan,10.9,270,125 x 190 x 20,2017,Alenka Perger,mehka,"Učila International, d.o.o."
013571,Malopridnež v mesečini (Žepna knjiga),Anna Campbell,12.9,374,125 x 190 x 27,2017,0,mehka,"Učila International, d.o.o."
013558,Kremplji norosti (Žepna knjiga),B. A. Paris,12.9,346,125 x 190 x 25,2017,Ana Koren,mehka,"Učila International, d.o.o."
