sifra,naslov,avtor,cena_v_evrih,stevilo_strani,dimenzije,leto_izdaje,prevajalec,vezava,zalozba
013317,Krik iz teme (Žepna knjiga),Erik Axl Sund,3.99,384,125 x 190 x 29 mm,2016,Maru&scaron;a Mugerli Lavrenčič,broširana,"Učila International, d.o.o."
013326,Strastni kitarist (Žepna knjiga),Kylie Scott,10.9,296,125 x 190 x 23 mm,2016,Marko Bogataj,broširana,"Učila International, d.o.o."
003889,Korenine oljčnega drevesa (trda vezava),Courtney Miller Santo,12.99,0,0,2016,Maja Prevolnik,trda,"Učila International, d.o.o."
003750,Resnica o ljubezni (trda vezava),Stephanie Laurens,19.99,462,0,2016,Katja Mikelj,trda,"Učila International, d.o.o."
013322,Točka re&scaron;itve (Žepna knjiga),Sophie Hannah,3.99,440,125 x 190 x 34 mm,2016,Neža Vovk,broširana,"Učila International, d.o.o."
003777,Gospodar življenja (trda vezava),Maya Banks,29.9,256,130 x 195 x 23 mm,2016,Jasna Anderlič,trda,"Učila International, d.o.o."
013318,&Scaron;kotska poroka (Žepna knjiga),Tessa Dare,10.9,300,125 x 190 x 23 mm,2016,Ma&scaron;a Sitar,broširana,"Učila International, d.o.o."
003899,Usodno srečanje (trda vezava),Jessica Sorensen,6.0,300,130 x 195 x 25 mm,2016,Maja Dolinar Bergant,trda,"Učila International, d.o.o."
003757,Pregre&scaron;na v satenu (trda vezava),Madeline Hunter,6.0,344,130 x 195 x 30 mm,2016,Barbara Trobentar,trda,"Učila International, d.o.o."
003772,Usodne sanje (trda vezava),Kristin Harmel,14.99,360,130 x 195 x 30 mm,2016,Alja Gartner,trda,"Učila International, d.o.o."
013312,Temno srce (Žepna knjiga),M. J. Arlidge,10.9,368,125 x 190 x 27 mm,2016,Manica Ba&scaron;a,broširana,"Učila International, d.o.o."
003642,Krik iz teme (trda vezava),Erik Axl Sund,6.0,384,130 x 195 x 31 mm,2016,Maru&scaron;a Mugerli Lavrenčič,trda,"Učila International, d.o.o."
003883,Srečno do konca dni (trda vezava),Julia Quinn,32.9,284,130 x 195 x 27 mm,2016,Mojca Svetičič,trda,"Učila International, d.o.o."
003873,Pobesnela igra (trda vezava),Sebastian Fitzek,6.0,410,130 x 195 x 34 mm,2016,Petra Anžlovar,trda,"Učila International, d.o.o."
013324,Pregre&scaron;na v satenu (Žepna knjiga),Madeline Hunter,10.9,344,125 x 190 x 25 mm,2016,Barbara Trobentar,broširana,"Učila International, d.o.o."
013295,Res sem srečna (Žepna knjiga),Jessica Knoll,3.99,350,125 x 190 x 26 mm,2015,Mojca Svetičič,broširana,"Učila International, d.o.o."
013285,Afera pred božičem (Žepna knjiga),Eloisa James,3.99,382,125 x 190 x 29 mm,2015,Katarina Žakelj,broširana,"Učila International, d.o.o."
013291,Trmasta izvoljenka (Žepna knjiga),Grace Burrowes,3.99,332,125 x 190 x 25 mm,2015,Lidija Kreft,broširana,"Učila International, d.o.o."
003668,Poročna združitev (trda vezava),Jennifer Probst,32.9,336,130 x 195 x 28 mm,2015,Ur&scaron;ka Willewaldt,trda,"Učila International, d.o.o."
003350,Beli angeli (trda vezava),Michael Katz Krefeld,32.9,362,130 x 195 x 30 mm,2015,Maru&scaron;a Mugerli Lavrenčič,trda,"Učila International, d.o.o."
003771,Dokler bodo zvezde na nebu (trda vezava),Kristin Harmel,34.9,396,130 x 195 x 32 mm,2015,Alja Gartner,trda,"Učila International, d.o.o."
013289,Dobra žena (žepna knjiga),Jill Alexander Essbaum,10.9,300,125 x 190 x 24 mm,2015,Andrea Potočnik,broširana,"Učila International, d.o.o."
003672,Pregre&scaron;ni izvidnik (trda vezava),Monica McCarty,34.9,408,130 x 195 x 32 mm,2015,Marko Bogataj,trda,"Učila International, d.o.o."
003788,Angelsko hladna (trda vezava),Samuel Bjork,14.99,462,130 x 195 x 37 mm,2015,Mateja Malnar &Scaron;tembal,trda,"Učila International, d.o.o."
003747,Slepa pravica (trda vezava),Ethan Cross,32.9,378,130 x 195 x 31 mm,2015,Jernej Zoran,trda,"Učila International, d.o.o."
013279,Prvič narazen (žepna knjiga),Anna Todd,16.9,636,125 x 190 x 48 mm,2015,Ma&scaron;a Sitar,broširana,"Učila International, d.o.o."
003304,Napad na kraljevino Tearling (trda vezava),Erika Johansen,36.9,512,130 x 195 x 40 mm,2015,Maja Prevolnik,trda,"Učila International, d.o.o."
003787,Dekle z vsemi darovi (trda vezava),M. R. Carey,34.9,400,130 x 195 x 33 mm,2015,Samo Ku&scaron;čer,trda,"Učila International, d.o.o."
003786,Ljubezen v popolnosti (trda vezava),Susan Mallery,14.99,332,130 x 195 x 27 mm,2015,Neža Kralj,trda,"Učila International, d.o.o."
013293,Pregre&scaron;ni izvidnik (Žepna knjiga),Monica McCarty,12.9,408,125 x 190 x 30 mm,2015,Marko Bogataj,broširana,"Učila International, d.o.o."
013283,Dokler bodo zvezde na nebu (Žepna knjiga),Kristin Harmel,12.9,396,125 x 190 x 30 mm,2015,Alja Gartner,broširana,"Učila International, d.o.o."
003830,Pečine (trda vezava),Peter Nichols,34.9,480,130 x 195 x 38 mm,2015,Ida Sternad,trda,"Učila International, d.o.o."
003846,14. smrtni greh (trda vezava),James Patterson,32.9,312,130 x 195 x 27 mm,2015,Petra Piber,trda,"Učila International, d.o.o."
013294,Larina cvetličarna (Žepna knjiga),Ella Griffin,3.99,368,125 x 190 x 28 mm,2015,Neža Vilhelm,broširana,"Učila International, d.o.o."
013282,Slepa pravica (Žepna knjiga),Ethan Cross,10.9,378,125 x 190 x 29 mm,2015,Jernej Zoran,broširana,"Učila International, d.o.o."
003723,prvič narazen (trda vezava),Anna Todd,39.9,636,130 x 195 x 50 mm,2015,Ma&scaron;a Sitar,trda,"Učila International, d.o.o."
013304,Slavček (Žepna knjiga),Kristin Hannah,14.9,486,125 x 190 x 37 mm,2015,Irena Furlan,broširana,"Učila International, d.o.o."
013280,Dekle z vsemi darovi (Žepna knjiga),M. R. Carey,12.9,400,125 x 190 x 30 mm,2015,Samo Ku&scaron;čer,broširana,"Učila International, d.o.o."
013274,Brata v krvi (Žepna knjiga),Simon Scarrow,12.9,448,125 x 190 x 35 mm,2015,Maja Lihtenvalner,broširana,"Učila International, d.o.o."
003694,Nočni trajekt (trda vezava),Michael Robotham,14.99,448,130 x 195 x 35 mm,2015,Primož Trobev&scaron;ek,trda,"Učila International, d.o.o."
013299,Ljubezen v popolnosti (Žepna knjiga),Susan Mallery,10.9,332,125 x 190 x 26 mm,2015,Neža Kralj,broširana,"Učila International, d.o.o."
003852,Slavček (trda vezava),Kristin Hannah,34.9,486,130 x 195 x 40 mm,2015,Irena Furlan,trda,"Učila International, d.o.o."
003828,Trmasta izvoljenka (trda vezava),Grace Burrowes,14.99,332,130 x 195 x 27 mm,2015,Lidija Kreft,trda,"Učila International, d.o.o."
013292,Napad na kraljevino Tearling (Žepna knjiga),Erika Johansen,14.9,512,125 x 190 x 38 mm,2015,Maja Prevolnik,broširana,"Učila International, d.o.o."
003743,Afera pred božičem (trda vezava),Eloisa James,32.9,382,130 x 195 x 32 mm,2015,Katarina Žakelj,trda,"Učila International, d.o.o."
013286,Mala obalna pekarna (Žepna knjiga),Jenny Colgan,12.9,384,125 x 190 x 30 mm,2015,Katja Jeraj Valentinčič,broširana,"Učila International, d.o.o."
003837,Res sem srečna (trda vezava),Jessica Knoll,14.99,350,130 x 195 x 29 mm,2015,Mojca Svetičič,trda,"Učila International, d.o.o."
013273,Skoraj popolna (Žepna knjiga),Susan Mallery,10.9,330,125 x 190 x 25 mm,2015,Neža Kralj,broširana,"Učila International, d.o.o."
003776,Gospodar srca (trda vezava),Maya Banks,32.9,282,130 x 195 x 24 mm,2015,Jasna Anderlič,trda,"Učila International, d.o.o."
011897,KOMPLET Sarah Maclean (3 ŽK),Sarah MacLean,12.99,1194,125 x 190 x 90 mm,0,"Petra Piber, Petra Anžlovar",broširana,"Učila International, d.o.o."
003813,Prelepi neznanec (trda vezava),Christina Lauren,12.99,294,130 x 195 x 25 mm,2015,Petra Brecelj,trda,"Učila International, d.o.o."
013296,Pečine (Žepna knjiga),Peter Nichols,12.9,480,125 x 190 x 36 mm,2015,Ida Sternad,broširana,"Učila International, d.o.o."
011898,KOMPLET Mary Balogh (3 ŽK),Mary Balogh,19.99,1010,125 x 190 x 75 mm,0,Irena Madric,broširana,"Učila International, d.o.o."
013284,Gospodar srca (Žepna knjiga),Maya Banks,10.9,282,125 x 190 x 22 mm,2015,Jasna Anderlič,broširana,"Učila International, d.o.o."
013306,Prelepi neznanec (Žepna knjiga),Christina Lauren,10.9,294,125 x 190 x 23 mm,2015,Petra Brecelj,broširana,"Učila International, d.o.o."
013302,Poročna združitev (Žepna knjiga),Jennifer Probst,3.99,336,125 x 190 x 26 mm,2015,Ur&scaron;ka Willewaldt,broširana,"Učila International, d.o.o."
003803,Dobra žena (trda vezava),Jill Alexander Essbaum,32.9,300,130 x 195 x 25 mm,2015,Andrea Potočnik,trda,"Učila International, d.o.o."
013288,Nočni trajekt (Žepna knjiga),Michael Robotham,12.9,448,125 x 190 x 35 mm,2015,Primož Trobev&scaron;ek,broširana,"Učila International, d.o.o."
013308,14. smrtni greh (Žepna knjiga),James Patterson,10.9,312,125 x 190 x 24 mm,2015,Petra Piber,broširana,"Učila International, d.o.o."
013297,&Scaron;čepec sreče (Žepna knjiga),Deborah McKinlay,3.99,206,125 x 190 x 15 mm,2015,Barbara Golubovac,broširana,"Učila International, d.o.o."
013278,Prelepi prasec (Žepna knjiga),Christina Lauren,10.9,262,125 x 190 x 20 mm,2015,Petra Brecelj,broširana,"Učila International, d.o.o."
013277,Idealna nevesta (Žepna knjiga),Stephanie Laurens,12.9,462,125 x 190 x 35 mm,2015,Barbara Golubovac,broširana,"Učila International, d.o.o."
003760,Mala obalna pekarna (trda vezava),Jenny Colgan,34.9,384,130 x 195 x 31 mm,2015,Katja Jeraj Valentinčič,trda,"Učila International, d.o.o."
013298,Prvič na robu (Žepna knjiga),Anna Todd,16.9,766,125 x 190 x 57 mm,0,Suzana Pečnik,broširana,"Učila International, d.o.o."
003800,Trenutek predaje (trda vezava),J. A. Redmerski,14.99,384,130 x 195 x 32 mm,2015,Mateja Pintar,trda,"Učila International, d.o.o."
003824,Larina cvetličarna (trda vezava),Ella Griffin,14.99,368,130 x 195 x 30 mm,2015,Neža Vilhelm,trda,"Učila International, d.o.o."
003844,&Scaron;čepec sreče (trda vezava),Deborah McKinlay,6.0,206,130 x 195 x 19 mm,2015,Barbara Golubovac,trda,"Učila International, d.o.o."
003724,Prvič na robu (trda vezava),Anna Todd,42.9,766,130 x 195 x 57 mm,2015,Suzana Pečnik,trda,"Učila International, d.o.o."
013287,Beli angeli (Žepna knjiga),Michael Katz Krefeld,10.9,362,125 x 190 x 28 mm,2015,Maru&scaron;a Mugerli Lavrenčič,broširana,"Učila International, d.o.o."
013261,Orhanova dedi&scaron;čina (Žepna knjiga),Aline Ohanesian,3.99,298,125 x 190 x 23 mm,2015,Ida Sternad,broširana,"Učila International, d.o.o."
003802,Ulica v mesečini (trda vezava),Samantha Young,34.9,382,130 x 195 x 32 mm,2015,Mateja Malnar &Scaron;tembal,trda,"Učila International, d.o.o."
013267,Izdajalska roka (Žepna knjiga),Erik Axl Sund,12.9,440,125 x 190 x 35 mm,2015,Maru&scaron;a Mugerli Lavrenčič,broširana,"Učila International, d.o.o."
003619,Medvedji ples (trda vezava),"Anders Roslund, Stefan Thunberg",36.9,538,130 x 195 x 43 mm,2015,Alja Gartner,trda,"Učila International, d.o.o."
013257,Nevarna bližina (Žepna knjiga),Sophie Hannah,3.99,400,125 x 190 x 30 mm,2015,Neža Vovk,broširana,"Učila International, d.o.o."
013259,Vranje dekle (Žepna knjiga),Erik Axl Sund,12.9,430,125 x 190 x 33 mm,2015,Neža Vilhelm,broširana,"Učila International, d.o.o."
003756,Izzivalna z biseri (trda vezava),Madeline Hunter,32.9,320,130 x 195 x 25 mm,2015,Barbara Trobentar,trda,"Učila International, d.o.o."
003735,Za vedno v tvojem objemu (trda vezava),Kathleen Woodiwiss,39.9,574,130 x 195 x 45 mm,2015,Petra Anžlovar,trda,"Učila International, d.o.o."
003592,Očarljiva neznanka (trda vezava),Mary Balogh,34.9,326,130 x 195 x 28 mm,2015,Irena Madric,trda,"Učila International, d.o.o."
003793,Nevarna bližina (trda vezava),Sophie Hannah,6.0,400,130 x 195 x 33 mm,2015,Neža Vovk,trda,"Učila International, d.o.o."
003737,Žrtvovanje (trda vezava),Pierre Lemaitre,12.99,288,130 x 195 x 25 mm,2015,&Scaron;pela Žakelj,trda,"Učila International, d.o.o."
013240,Utopljeni spomini (Žepna knjiga),Michael Robotham,12.9,414,125 x 190 x 31 mm,2015,Samo Ku&scaron;čer,broširana,"Učila International, d.o.o."
003614,Nekega večera v Parizu (trda vezava),Nicolas Barreau,9.99,320,130 x 195 x 26 mm,2015,Tanja Viher,trda,"Učila International, d.o.o."
013251,Očarljiva neznanka (Žepna knjiga),Mary Balogh,3.99,326,125 x 190 x 25 mm,2015,Irena Madric,broširana,"Učila International, d.o.o."
013245,Noro zaljubljena (Žepna knjiga),Abbi Glines,3.99,248,125 x 190 x 20 mm,2015,Mateja Pintar,broširana,"Učila International, d.o.o."
003795,Orhanova dedi&scaron;čina (trda vezava),Aline Ohanesian,32.9,298,130 x 195 x 25 mm,2015,Ida Sternad,trda,"Učila International, d.o.o."
003749,Idealna nevesta (trda vezava),Stephanie Laurens,36.9,462,130 x 195 x 37 mm,2015,Barbara Golubovac,trda,"Učila International, d.o.o."
003774,za vedno zaljubljena (trda vezava),Abbi Glines,28.9,250,130 x 195 x 22 mm,2015,Mateja Pintar,trda,"Učila International, d.o.o."
013265,Ženinova skrivnost (Žepna knjiga),Julia Quinn,10.9,316,125 x 190 x 25 mm,2015,Mojca Svetičič,broširana,"Učila International, d.o.o."
003812,Prelepi prasec (trda vezava),Christina Lauren,28.9,262,130 x 195 x 23 mm,2015,Petra Brecelj,trda,"Učila International, d.o.o."
013253,Medvedji ples (Žepna knjiga),"Anders Roslund, Stefan Thunberg",16.9,538,125 x 190 x 41 mm,2015,Alja Gartner,broširana,"Učila International, d.o.o."
013241,Osupljiva v rdečem (Žepna knjiga),Madeline Hunter,3.99,334,125 x 190 x 25 mm,2015,Barbara Trobentar,broširana,"Učila International, d.o.o."
013256,Poročna napaka (Žepna knjiga),Jennifer Probst,3.99,288,125 x 190 x 22 mm,2015,Ur&scaron;ka Willewaldt,broširana,"Učila International, d.o.o."
003587,Dekle v pajkovi mreži (trda vezava),David Lagercrantz,14.99,528,130 x 195 x 41 mm,2015,Danni Stražar,trda,"Učila International, d.o.o."
003783,Brata v krvi (trda vezava),Simon Scarrow,14.99,448,130 x 195 x 35 mm,2015,Maja Lihtenvalner,trda,"Učila International, d.o.o."
003775,Gospodar strasti (trda vezava),Maya Banks,32.9,320,130 x 195 x 27 mm,2015,Jasna Anderlič,trda,"Učila International, d.o.o."
013239,Vsota vseh poljubov (Žepna knjiga),Julia Quinn,3.99,304,125 x 190 x 24 mm,2015,Mojca Svetičič,broširana,"Učila International, d.o.o."
003718,Kako dvoriti princesi (trda vezava),Karen Hawkins,6.0,330,Karen Hawkins mm,2015,Lidija Kreft,trda,"Učila International, d.o.o."
003790,An ban pet podgan (trda vezava),M. J. Arlidge,32.9,350,130 x 195 x 29 mm,2015,Manica Ba&scaron;a,trda,"Učila International, d.o.o."
003796,GREY &ndash; PETDESET ODTENKOV 4 (trda vezava),E L James,36.9,572,130 x 195 x 45 mm,2015,Marko Bogataj,trda,"Učila International, d.o.o."
013246,Kako dvoriti princesi (Žepna knjiga),Karen Hawkins,3.99,330,125 x 190 x 25 mm,2015,Lidija Kreft,broširana,"Učila International, d.o.o."
003785,Skoraj popolna (trda vezava),Susan Mallery,32.9,330,130 x 195 x 28 mm,2015,Neža Kralj,trda,"Učila International, d.o.o."
003754,Ženinova skrivnost (trda vezava),Julia Quinn,34.9,316,130 x 195 x 27 mm,2015,Mojca Svetičič,trda,"Učila International, d.o.o."
003719,Kako očarati zapeljivko (trda vezava),Karen Hawkins,32.9,284,130 x 195 x 25,2015,Lidija Kreft,trda,"Učila International, d.o.o."
003706,Pomladna vročica (trda vezava),Mary Kay Andrews,14.99,432,130 x 195 x 35 mm,2015,Katja Benevol Gabrijelčič,trda,"Učila International, d.o.o."
003682,Do konca dni (trda vezava),Jude Deveraux,34.9,362,130 x 195 x 30 mm,2015,Mojca Žnidar&scaron;ič,trda,"Učila International, d.o.o."
013271,An ban pet podgan (Žepna knjiga),M. J. Arlidge,10.9,350,125 x 190 x 27,2015,Manica Ba&scaron;a,broširana,"Učila International, d.o.o."
003667,Poročna napaka (trda vezava),Jennifer Probst,14.99,288,130 x 195 x 28 mm,2015,Ur&scaron;ka Willewaldt,trda,"Učila International, d.o.o."
013266,Ulica v mesečini (Žepna knjiga),Samantha Young,12.9,382,125 x 190 x 30 mm,2015,Mateja Malnar &Scaron;tembal,broširana,"Učila International, d.o.o."
003761,Strastna zapravljivka med zvezdami (trda vezava),Sophie Kinsella,34.9,448,130 x 195 x 35 mm,2015,Petra Brecelj,trda,"Učila International, d.o.o."
003730,Ljubezen na &Scaron;kotskem (trda vezava),Grace Burrowes,14.99,318,130 x 195 x 27 mm,2015,Maja Prevolnik,trda,"Učila International, d.o.o."
003640,Vranje dekle (trda vezava),Erik Axl Sund,34.9,430,130 x 195 x 35 mm,2015,Neža Vilhelm,trda,"Učila International, d.o.o."
013263,Kako očarati zapeljivko (Žepna knjiga),Karen Hawkins,3.99,284,125 x 190 x 22 mm,2015,Lidija Kreft,broširana,"Učila International, d.o.o."
013269,Do konca dni (Žepna knjiga),Jude Deveraux,12.9,362,125 x 190 x 30 mm,2015,Mojca Žnidar&scaron;ič,broširana,"Učila International, d.o.o."
013260,Za vedno v tvojem objemu (Žepna knjiga),Kathleen Woodiwiss,3.99,574,125 x 190 x 43 mm,2015,Petra Anžlovar,broširana,"Učila International, d.o.o."
013272,Izzivalna z biseri (Žepna knjiga),Madeline Hunter,10.9,320,125 x 190 x 25 mm,2015,Barbara Trobentar,broširana,"Učila International, d.o.o."
